ROWID,Country,State lgd code,State,YearCode,Year,Birth rate,Death rate
966,India,37,Ladakh,2004,"Calendar Year (Jan - Dec), 2004",18.7,5.6
967,India,37,Ladakh,2005,"Calendar Year (Jan - Dec), 2005",18.9,5.5
968,India,37,Ladakh,2006,"Calendar Year (Jan - Dec), 2006",18.7,5.9
969,India,37,Ladakh,2007,"Calendar Year (Jan - Dec), 2007",19,5.8
970,India,37,Ladakh,2008,"Calendar Year (Jan - Dec), 2008",18.8,5.8
971,India,37,Ladakh,2009,"Calendar Year (Jan - Dec), 2009",18.6,5.7
972,India,37,Ladakh,2010,"Calendar Year (Jan - Dec), 2010",18.3,5.7
973,India,37,Ladakh,2011,"Calendar Year (Jan - Dec), 2011",17.8,5.5
974,India,37,Ladakh,2012,"Calendar Year (Jan - Dec), 2012",17.6,5.4
975,India,37,Ladakh,2013,"Calendar Year (Jan - Dec), 2013",17.5,5.3
976,India,37,Ladakh,2014,"Calendar Year (Jan - Dec), 2014",16.8,5.1
977,India,37,Ladakh,2015,"Calendar Year (Jan - Dec), 2015",16.2,4.9
978,India,37,Ladakh,2016,"Calendar Year (Jan - Dec), 2016",15.7,5
979,India,37,Ladakh,2017,"Calendar Year (Jan - Dec), 2017",15.4,4.8
980,India,37,Ladakh,2018,"Calendar Year (Jan - Dec), 2018",15.4,4.9
981,India,38,The Dadra And Nagar Haveli And Daman And Diu,1991,"Calendar Year (Jan - Dec), 1991",13.950000000000000000000,4.50000000000000000000
982,India,38,The Dadra And Nagar Haveli And Daman And Diu,1992,"Calendar Year (Jan - Dec), 1992",12.400000000000000000000,3.750000000000000000000
983,India,38,The Dadra And Nagar Haveli And Daman And Diu,1993,"Calendar Year (Jan - Dec), 1993",12.650000000000000000000,4.300000000000000000000
984,India,38,The Dadra And Nagar Haveli And Daman And Diu,1994,"Calendar Year (Jan - Dec), 1994",12.400000000000000000000,2.950000000000000000000
985,India,38,The Dadra And Nagar Haveli And Daman And Diu,1995,"Calendar Year (Jan - Dec), 1995",25.750000000000000000000,8.100000000000000000000
986,India,38,The Dadra And Nagar Haveli And Daman And Diu,1996,"Calendar Year (Jan - Dec), 1996",25.250000000000000000000,9.100000000000000000000
987,India,38,The Dadra And Nagar Haveli And Daman And Diu,1997,"Calendar Year (Jan - Dec), 1997",26.550000000000000000000,7.050000000000000000000
988,India,38,The Dadra And Nagar Haveli And Daman And Diu,1998,"Calendar Year (Jan - Dec), 1998",27.900000000000000000000,7.450000000000000000000
989,India,38,The Dadra And Nagar Haveli And Daman And Diu,1999,"Calendar Year (Jan - Dec), 1999",30.550000000000000000000,6.850000000000000000000
990,India,38,The Dadra And Nagar Haveli And Daman And Diu,2000,"Calendar Year (Jan - Dec), 2000",29.300000000000000000000,7.200000000000000000000
991,India,38,The Dadra And Nagar Haveli And Daman And Diu,2001,"Calendar Year (Jan - Dec), 2001",25.800000000000000000000,6.600000000000000000000
992,India,38,The Dadra And Nagar Haveli And Daman And Diu,2002,"Calendar Year (Jan - Dec), 2002",26.400000000000000000000,6.700000000000000000000
993,India,38,The Dadra And Nagar Haveli And Daman And Diu,2003,"Calendar Year (Jan - Dec), 2003",26.350000000000000000000,6.350000000000000000000
994,India,38,The Dadra And Nagar Haveli And Daman And Diu,2004,"Calendar Year (Jan - Dec), 2004",24.400000000000000000000,5.500000000000000000000
995,India,38,The Dadra And Nagar Haveli And Daman And Diu,2005,"Calendar Year (Jan - Dec), 2005",24.250000000000000000000,5.350000000000000000000
996,India,38,The Dadra And Nagar Haveli And Daman And Diu,2006,"Calendar Year (Jan - Dec), 2006",23.250000000000000000000,5.150000000000000000000
997,India,38,The Dadra And Nagar Haveli And Daman And Diu,2007,"Calendar Year (Jan - Dec), 2007",22.800000000000000000000,5.150000000000000000000
998,India,38,The Dadra And Nagar Haveli And Daman And Diu,2008,"Calendar Year (Jan - Dec), 2008",22.250000000000000000000,5.350000000000000000000
999,India,38,The Dadra And Nagar Haveli And Daman And Diu,2009,"Calendar Year (Jan - Dec), 2009",23.100000000000000000000,4.950000000000000000000
1000,India,38,The Dadra And Nagar Haveli And Daman And Diu,2010,"Calendar Year (Jan - Dec), 2010",22.700000000000000000000,4.800000000000000000000
1001,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,"Calendar Year (Jan - Dec), 2011",22.250000000000000000000,4.750000000000000000000
1002,India,38,The Dadra And Nagar Haveli And Daman And Diu,2012,"Calendar Year (Jan - Dec), 2012",21.850000000000000000000,4.650000000000000000000
1003,India,38,The Dadra And Nagar Haveli And Daman And Diu,2013,"Calendar Year (Jan - Dec), 2013",21.700000000000000000000,4.650000000000000000000
1004,India,38,The Dadra And Nagar Haveli And Daman And Diu,2014,"Calendar Year (Jan - Dec), 2014",21.450000000000000000000,4.400000000000000000000
1005,India,38,The Dadra And Nagar Haveli And Daman And Diu,2015,"Calendar Year (Jan - Dec), 2015",21.300000000000000000000,4.300000000000000000000
1006,India,38,The Dadra And Nagar Haveli And Daman And Diu,2016,"Calendar Year (Jan - Dec), 2016",24.250000000000000000000,4.300000000000000000000
1007,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Calendar Year (Jan - Dec), 2017",21.900000000000000000000,4.550000000000000000000
1008,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,"Calendar Year (Jan - Dec), 2018",21.250000000000000000000,4.150000000000000000000
