ROWID,Country,State lgd code,State,YearCode,Year,Number of factories,Fixed capital,Working capital,Physical working capital,Productive capital,Invested capital,Number of workers,Persons engaged in factories ,Total emoluments,Total inputs,Value of gross output,Net value added,Gross value added,Net fixed capital formation,Gross fixed capital formation,Gross capital formation
407,India,16,Tripura,2005,"Financial Year (Apr - Mar), 2005",307,12186,11083,15607,23269,27793,17369,19221,3617,41894,53625,10878,11731,5177,6030,12763
408,India,16,Tripura,2006,"Financial Year (Apr - Mar), 2006",324,22208,17707,22176,39915,44384,19110,21077,4095,58234,72268,12637,14034,10156,11552,18158
409,India,16,Tripura,2007,"Financial Year (Apr - Mar), 2007",340,24494,21303,21925,45797,46419,20696,22896,5035,60280,76615,14348,16335,2073,4060,9446
410,India,16,Tripura,2008,"Financial Year (Apr - Mar), 2008",363,41808,17643,14517,59451,56325,23643,26089,6447,54859,75598,15515,20739,15802,21025,26420
411,India,16,Tripura,2009,"Financial Year (Apr - Mar), 2009",407,66440,20536,17128,86976,83567,25756,28401,8041,76341,101659,22420,23959,18313,21211,23672
412,India,16,Tripura,2010,"Financial Year (Apr - Mar), 2010",472,39036,23308,21589,62344,60626,30458,33327,10578,103468,143076,34129,39607,-491,4987,9622
413,India,16,Tripura,2011,"Financial Year (Apr - Mar), 2011",446,35095,14606,15675,49701,50770,27304,29933,10554,97895,122682,18716,24787,-3286,2785,2010
414,India,16,Tripura,2012,"Financial Year (Apr - Mar), 2012",534,33927,489,17541,34416,51468,25793,28526,10491,96828,136302,34809,39474,-2892,1773,2403
415,India,16,Tripura,2013,"Financial Year (Apr - Mar), 2013",552,27221,19263,17030,46484,44251,26524,29121,10925,96571,131623,31661,35052,831,4221,3559
416,India,16,Tripura,2014,"Financial Year (Apr - Mar), 2014",548,32428,2172,17489,34600,49917,26256,28871,11607,101151,151764,47161,50613,1086,4537,5268
417,India,16,Tripura,2015,"Financial Year (Apr - Mar), 2015",558,44294,3513,19827,47807,64121,23677,26719,13373,99710,135083,28542,35373,-2440,4391,6321
418,India,16,Tripura,2016,"Financial Year (Apr - Mar), 2016",585,46357,7980,23252,54337,69609,23956,27258,13129,98994,137953,33840,38959,-2239,2880,4834
419,India,16,Tripura,2017,"Financial Year (Apr - Mar), 2017",607,45161,18337,31702,63498,76863,23393,26632,13734,120572,155929,30480,35357,-1230,3648,5194
420,India,16,Tripura,2018,"Financial Year (Apr - Mar), 2018",621,45781,7810,31895,53591,77676,21731,25050,14384,149729,181849,26736,32120,-1384,4000,8128
421,India,17,Meghalaya,1991,"Financial Year (Apr - Mar), 1991",29,29711,3426,1937,33137,31648,3394,5745,2124,2432,5119,2006,2686,4439,5119,5250
422,India,17,Meghalaya,1992,"Financial Year (Apr - Mar), 1992",32,31380,-5058,1887,26322,33267,3909,6436,2499,3055,6516,3057,3461,1632,2036,1923
423,India,17,Meghalaya,1993,"Financial Year (Apr - Mar), 1993",29,2227,465,574,2692,2801,1504,1959,690,2143,3268,948,1124,543,719,760
424,India,17,Meghalaya,1994,"Financial Year (Apr - Mar), 1994",30,1638,166,309,1804,1947,705,951,184,1126,1597,363,471,-23,85,125
425,India,17,Meghalaya,1995,"Financial Year (Apr - Mar), 1995",39,28726,-294,2739,28432,31465,4074,6697,3593,4224,10662,5632,6438,360,1166,1643
426,India,17,Meghalaya,1996,"Financial Year (Apr - Mar), 1996",41,13141,-6456,6285,6757,19402,3803,6484,3880,5824,12845,7233,7296,-1327,-831,2385
427,India,17,Meghalaya,1997,"Financial Year (Apr - Mar), 1997",43,27251,13177,1197,40428,28448,3701,6550,4788,11680,22435,9182,10755,-2209,-636,-609
428,India,17,Meghalaya,1998,"Financial Year (Apr - Mar), 1998",25,1880,1367,704,3247,2584,628,797,253,3661,4528,708,867,-1,158,194
429,India,17,Meghalaya,1999,"Financial Year (Apr - Mar), 1999",27,2277,1245,915,3522,3192,742,1001,320,5890,6884,776,994,-43,175,259
430,India,17,Meghalaya,2000,"Financial Year (Apr - Mar), 2000",30,3596,2378,1316,5974,4912,870,1121,407,8918,10050,835,1132,585,881,1189
431,India,17,Meghalaya,2001,"Financial Year (Apr - Mar), 2001",34,6132,3851,2716,9983,8848,1282,1539,561,14429,16012,963,1582,2105,2723,3485
432,India,17,Meghalaya,2002,"Financial Year (Apr - Mar), 2002",41,9578,6138,3354,15716,12932,2042,2461,873,24725,29746,3847,5021,-56,1118,1222
433,India,17,Meghalaya,2003,"Financial Year (Apr - Mar), 2003",47,10691,7647,4983,18338,15674,1773,2228,919,31243,37737,5152,6541,108,1450,2548
434,India,17,Meghalaya,2004,"Financial Year (Apr - Mar), 2004",58,14666,16148,7052,30814,21719,2405,3037,2258,46016,56830,9212,10814,-437,1165,1437
435,India,17,Meghalaya,2005,"Financial Year (Apr - Mar), 2005",66,32133,26650,10310,58783,42444,3602,4332,2939,62175,88409,23132,26234,4631,7733,6784
436,India,17,Meghalaya,2006,"Financial Year (Apr - Mar), 2006",76,45788,30494,15219,76282,61007,4779,5725,4156,79415,129593,45035,50178,9504,14647,16329
437,India,17,Meghalaya,2007,"Financial Year (Apr - Mar), 2007",90,61033,55121,22218,116154,83251,4574,5587,4839,110950,171468,53969,65018,7494,14043,18698
438,India,17,Meghalaya,2008,"Financial Year (Apr - Mar), 2008",95,60715,75517,27855,136232,88570,4571,5567,5252,132707,192159,52352,59452,3286,10386,16932
439,India,17,Meghalaya,2009,"Financial Year (Apr - Mar), 2009",100,149539,83788,37186,233327,186725,4984,6216,6612,166214,223506,49303,57255,30530,38518,47273
440,India,17,Meghalaya,2010,"Financial Year (Apr - Mar), 2010",94,264046,125136,52811,389182,316856,6105,7671,9016,204564,287476,66047,82912,22853,39717,59404
441,India,17,Meghalaya,2011,"Financial Year (Apr - Mar), 2011",100,281066,113443,61057,394509,342123,8821,11005,13845,226104,325326,80962,99223,46712,64972,67672
442,India,17,Meghalaya,2012,"Financial Year (Apr - Mar), 2012",116,349006,59658,78742,408664,427749,9483,11986,16933,247986,349265,76692,101279,32752,57339,70867
443,India,17,Meghalaya,2013,"Financial Year (Apr - Mar), 2013",108,362758,101183,80045,463941,442803,10998,13434,22233,299734,381377,47451,81643,-7897,26295,239090
444,India,17,Meghalaya,2014,"Financial Year (Apr - Mar), 2014",109,350312,96225,80893,446537,431206,11870,14339,23267,329898,431852,62697,101954,-6995,32262,31519
445,India,17,Meghalaya,2015,"Financial Year (Apr - Mar), 2015",102,297349,91461,102844,388810,400194,10812,13094,22587,341806,432106,60160,90300,-18829,11310,35929
446,India,17,Meghalaya,2016,"Financial Year (Apr - Mar), 2016",120,377159,-17161,103309,359998,480468,10517,12367,24182,312606,395194,28578,82588,10984,64994,60838
447,India,17,Meghalaya,2017,"Financial Year (Apr - Mar), 2017",133,361974,69964,133103,431938,495077,10758,12689,28240,404219,568899,122400,164679,-30587,11693,41593
448,India,17,Meghalaya,2018,"Financial Year (Apr - Mar), 2018",148,362247,101269,129194,463516,491441,10802,12848,33385,553383,713670,120267,160287,-23744,16276,12920
449,India,18,Assam,1991,"Financial Year (Apr - Mar), 1991",1625,133446,60626,61208,194072,194654,100992,122795,15626,246536,337484,75784,90948,8493,23657,27205
450,India,18,Assam,1992,"Financial Year (Apr - Mar), 1992",1708,159945,72934,70859,232879,230804,110905,133036,20885,273110,373525,83016,100415,5124,22522,32138
451,India,18,Assam,1993,"Financial Year (Apr - Mar), 1993",1435,151905,80644,66544,232549,218449,94832,114361,18812,269507,368289,85975,98782,9318,22125,23820
452,India,18,Assam,1994,"Financial Year (Apr - Mar), 1994",1514,193687,91869,85482,285556,279169,101371,124885,25478,317049,431585,98651,114536,10838,26723,30270
453,India,18,Assam,1995,"Financial Year (Apr - Mar), 1995",1631,270170,124053,110379,394223,380549,122712,148614,32573,413856,566947,130118,153091,38915,61888,80513
454,India,18,Assam,1996,"Financial Year (Apr - Mar), 1996",1534,210598,108562,105105,312938,314228,109717,132797,31301,476611,594356,129200,112248,6844,25851,28205
455,India,18,Assam,1997,"Financial Year (Apr - Mar), 1997",1861,425482,157377,138055,582859,563537,124504,154909,52473,597738,751290,126751,153552,92672,119473,108092
456,India,18,Assam,1998,"Financial Year (Apr - Mar), 1998",1424,226719,87735,100544,314454,327263,94262,112546,33133,635674,807849,152439,172176,3074,22811,23808
457,India,18,Assam,1999,"Financial Year (Apr - Mar), 1999",1647,247618,135880,137886,383498,385504,95592,113916,37784,586251,777592,169798,191341,11353,32896,64860
458,India,18,Assam,2000,"Financial Year (Apr - Mar), 2000",1435,554998,129752,175875,684750,730873,92474,112542,43513,713677,874144,128390,160468,189062,221140,237996
459,India,18,Assam,2001,"Financial Year (Apr - Mar), 2001",1421,360402,73101,143923,433503,504325,93365,110944,41683,680022,802276,97190,122254,34576,59640,59463
460,India,18,Assam,2002,"Financial Year (Apr - Mar), 2002",1531,596412,137271,193811,733683,790223,93128,110879,47862,909859,1250609,300821,340751,1252,41182,70351
461,India,18,Assam,2003,"Financial Year (Apr - Mar), 2003",1570,669559,194596,262520,864155,932079,95936,113993,51802,1209280,1630623,374093,421343,61845,109095,174393
462,India,18,Assam,2004,"Financial Year (Apr - Mar), 2004",1710,702998,204272,319610,907270,1022608,101265,119548,56118,1781995,2205002,372082,423007,18319,69245,120307
463,India,18,Assam,2005,"Financial Year (Apr - Mar), 2005",1864,752035,267665,338941,1019700,1090976,110036,128662,60866,2149996,2560914,357617,410918,47807,101108,123383
464,India,18,Assam,2006,"Financial Year (Apr - Mar), 2006",1967,801962,329704,3776565,1131666,1179526,116253,136568,70686,2609687,3047619,364199,437932,13597,87329,69295
465,India,18,Assam,2007,"Financial Year (Apr - Mar), 2007",1859,891081,346159,410884,1237240,1301965,113132,134284,75245,2705324,3104360,327473,399036,7123,78687,106309
466,India,18,Assam,2008,"Financial Year (Apr - Mar), 2008",2211,940427,335954,421501,1276381,1361928,126338,149256,97008,3297786,3676790,301389,379004,15744,93358,125387
467,India,18,Assam,2009,"Financial Year (Apr - Mar), 2009",2247,980140,519604,486634,1499744,1466773,125759,148731,114601,3090111,3667156,506212,562537,63827,134659,205237
468,India,18,Assam,2010,"Financial Year (Apr - Mar), 2010",2795,1074713,716304,665211,1791017,1739924,141274,166657,154434,3470513,4236700,667349,766187,70947,169785,303674
469,India,18,Assam,2011,"Financial Year (Apr - Mar), 2011",3019,1515746,474331,670125,1990077,2185871,150065,180531,166621,4522147,5292766,654789,770620,266995,382826,477909
470,India,18,Assam,2012,"Financial Year (Apr - Mar), 2012",3303,1310951,588926,616133,1899877,1927084,140896,167835,177562,4243426,4985210,629229,741784,37810,150364,103276
471,India,18,Assam,2013,"Financial Year (Apr - Mar), 2013",3518,1444632,713478,691024,2158110,2135656,157687,186483,212675,4840084,5761714,801755,921630,72012,191887,253735
472,India,18,Assam,2014,"Financial Year (Apr - Mar), 2014",3717,1616940,1113789,965936,2730729,2582876,163348,195567,226664,5188761,6176083,818613,987322,30318,199028,234168
473,India,18,Assam,2015,"Financial Year (Apr - Mar), 2015",3890,3204850,722520,755150,3927370,3960000,173328,208520,272177,4807434,5978808,994758,1171374,882220,1058836,1030662
474,India,18,Assam,2016,"Financial Year (Apr - Mar), 2016",4154,2802255,761596,933890,3563851,3736145,181098,218002,266420,4806942,6293606,1282165,1486664,36176,240673,384179
475,India,18,Assam,2017,"Financial Year (Apr - Mar), 2017",4538,2733666,906161,926654,3639827,3660320,180489,217155,287817,5154627,6732646,1364876,1578019,-21142,192001,282065
476,India,18,Assam,2018,"Financial Year (Apr - Mar), 2018",5020,3063797,970637,890570,4034434,3954367,200433,237953,377559,6433955,8100540,1415078,1666585,1572,253079,329812
477,India,19,West Bengal,1991,"Financial Year (Apr - Mar), 1991",5679,1152835,218085,446340,1370920,1599175,586712,770368,220085,1407533,1832700,373248,425166,294983,346901,356023
478,India,19,West Bengal,1992,"Financial Year (Apr - Mar), 1992",5828,1572798,273244,517545,1846042,2090343,585445,762547,255873,1578753,2057650,417425,478897,235341,296813,360517
479,India,19,West Bengal,1993,"Financial Year (Apr - Mar), 1993",5881,1975031,249528,568013,2224559,2543044,572431,741862,270294,1693959,2288612,535814,594653,413337,472175,548727
480,India,19,West Bengal,1994,"Financial Year (Apr - Mar), 1994",5593,2153295,335242,651594,2488537,2804889,581394,751016,299363,1962526,2592170,542963,629645,208574,295256,369795
481,India,19,West Bengal,1995,"Financial Year (Apr - Mar), 1995",6482,2336457,425301,751092,2761758,3087549,651206,828893,381754,2392232,3140868,649276,748634,127738,227096,314989
482,India,19,West Bengal,1996,"Financial Year (Apr - Mar), 1996",6475,2628520,579668,766383,3177272,3424730,568776,738984,378826,2598615,3456292,766482,911054,208935,335442,419305
483,India,19,West Bengal,1997,"Financial Year (Apr - Mar), 1997",6903,2618771,920120,838755,3538891,3457526,661785,834475,428846,3077886,4189466,972670,1111579,211399,350308,424216
484,India,19,West Bengal,1998,"Financial Year (Apr - Mar), 1998",5879,1047555,208455,673969,1256010,1721524,551234,685107,385532,2634331,3393083,677356,758752,56649,138045,119582
485,India,19,West Bengal,1999,"Financial Year (Apr - Mar), 1999",6373,1740738,56958,719382,1797696,2460120,462666,588968,377712,2785219,3485892,573679,700672,-87315,39679,72087
486,India,19,West Bengal,2000,"Financial Year (Apr - Mar), 2000",6091,1725304,280176,796793,2005480,2522097,455812,569838,385608,3206795,3918268,569918,711473,21258,162813,237392
487,India,19,West Bengal,2001,"Financial Year (Apr - Mar), 2001",6194,2491245,72846,784053,2564091,3275298,432930,545448,383321,3587551,4391496,625917,803946,32822,210850,199421
488,India,19,West Bengal,2002,"Financial Year (Apr - Mar), 2002",6085,2458806,122715,860888,2581521,3319694,428096,538858,400406,3959568,4873243,720911,913675,-41032,151733,226785
489,India,19,West Bengal,2003,"Financial Year (Apr - Mar), 2003",5942,2409038,148938,904012,2557976,3313050,408938,515267,378724,4226430,5223392,790263,996962,-101373,105326,152103
490,India,19,West Bengal,2004,"Financial Year (Apr - Mar), 2004",6105,2456223,651443,1164821,3107666,3621044,417996,517939,395598,5973334,7242287,1054892,1268953,8069,222129,410797
491,India,19,West Bengal,2005,"Financial Year (Apr - Mar), 2005",6077,2650026,864022,1352413,3514048,4002439,420663,516107,415613,6964976,8137279,947059,1172303,68722,293967,444729
492,India,19,West Bengal,2006,"Financial Year (Apr - Mar), 2006",5928,2773464,1400425,1607151,4173889,4380614,403095,510701,426826,8448703,9834214,1148784,1385511,166645,403372,671139
493,India,19,West Bengal,2007,"Financial Year (Apr - Mar), 2007",5987,3233151,1323721,1847029,4556872,5080180,421280,515972,506474,9265904,10946382,1417593,1680478,369574,632458,960013
494,India,19,West Bengal,2008,"Financial Year (Apr - Mar), 2008",6260,4137348,1803310,2058967,5940658,6196315,449887,549852,569983,12236885,14179648,1659980,1942763,203423,486206,559873
495,India,19,West Bengal,2009,"Financial Year (Apr - Mar), 2009",6818,5967266,1259470,2529642,7226736,8496908,466191,571994,595036,13420119,15704706,1931961,2132500,1464961,1817587,2143776
496,India,19,West Bengal,2010,"Financial Year (Apr - Mar), 2010",8232,5932796,2329464,3396636,8262260,9329431,513975,635626,847407,18097837,20611103,2085971,2513266,489215,916511,1418449
497,India,19,West Bengal,2011,"Financial Year (Apr - Mar), 2011",8402,7169937,2157402,3755766,9327339,10925703,534838,654276,895824,20715685,23320091,2055832,2604406,378033,926607,1427003
498,India,19,West Bengal,2012,"Financial Year (Apr - Mar), 2012",8607,8206693,2073515,4088844,10280208,12295536,537284,656123,997597,22009272,24718679,2228051,2709407,634521,1115878,1534909
499,India,19,West Bengal,2013,"Financial Year (Apr - Mar), 2013",8859,8094660,2394706,4295222,10489366,12389882,522241,645738,1072868,24854988,27637949,2243761,2782961,395025,934224,1080456
500,India,19,West Bengal,2014,"Financial Year (Apr - Mar), 2014",9112,8626799,2241275,4586860,10868074,13213659,504148,632470,1168044,23883699,26380232,1842630,2496533,42117,696020,828855
501,India,19,West Bengal,2015,"Financial Year (Apr - Mar), 2015",9300,9168552,1778382,4156151,10946934,13324702,497149,634835,1251396,24033047,27093817,2253636,3060770,-24719,782415,652206
502,India,19,West Bengal,2016,"Financial Year (Apr - Mar), 2016",9587,11383728,2540119,4562639,13923847,15946367,497977,640678,1374274,25114224,28823593,2904543,3709369,353342,1158168,1318750
503,India,19,West Bengal,2017,"Financial Year (Apr - Mar), 2017",9534,11743291,2283569,5180424,14026860,16923715,516740,663751,1529343,27391759,31912464,3715370,4520705,537768,1343104,1910502
504,India,19,West Bengal,2018,"Financial Year (Apr - Mar), 2018",9420,12459726,170256,5473662,12629982,17933388,551871,701692,1671657,31433544,36533341,4178172,5099797,155222,1076847,1490094
505,India,20,Jharkhand,1991,"Financial Year (Apr - Mar), 1991",,,,,,,,,,,,,,,,
506,India,20,Jharkhand,1992,"Financial Year (Apr - Mar), 1992",,,,,,,,,,,,,,,,
507,India,20,Jharkhand,1993,"Financial Year (Apr - Mar), 1993",,,,,,,,,,,,,,,,
508,India,20,Jharkhand,1994,"Financial Year (Apr - Mar), 1994",,,,,,,,,,,,,,,,
509,India,20,Jharkhand,1995,"Financial Year (Apr - Mar), 1995",,,,,,,,,,,,,,,,
510,India,20,Jharkhand,1996,"Financial Year (Apr - Mar), 1996",,,,,,,,,,,,,,,,
511,India,20,Jharkhand,1997,"Financial Year (Apr - Mar), 1997",,,,,,,,,,,,,,,,
512,India,20,Jharkhand,1998,"Financial Year (Apr - Mar), 1998",1457,1542736,386350,,1929086,1997546,154247,205228,173602,1421645,2306056,798537,884410,317500,403374,335364
513,India,20,Jharkhand,1999,"Financial Year (Apr - Mar), 1999",1423,1377584,330903,,1708487,1739479,161059,204085,182059,1385356,2227464,750871,842108,-143681,-52444,-124304
514,India,20,Jharkhand,2000,"Financial Year (Apr - Mar), 2000",1500,1593842,311333,,1905175,2032513,134317,173481,201060,1422846,1927782,404446,504934,210747,311235,348616
515,India,20,Jharkhand,2001,"Financial Year (Apr - Mar), 2001",1430,1596391,139628,,1736019,1979583,119623,156402,196284,1426694,1884468,326837,457775,-1982,128955,86523
516,India,20,Jharkhand,2002,"Financial Year (Apr - Mar), 2002",1417,1576865,118043,354303,1694908,1931168,121427,156497,215509,1666494,2476429,691617,809935,-40682,77636,66892
517,India,20,Jharkhand,2003,"Financial Year (Apr - Mar), 2003",1447,1627765,-10606,375053,1617159,2002818,111073,144529,241495,1835753,2781301,815888,945548,6295,135955,163285
518,India,20,Jharkhand,2004,"Financial Year (Apr - Mar), 2004",1607,1620522,793368,475270,2413890,2095792,117466,152530,197346,1962500,3758194,1677796,1795694,115303,233201,356577
519,India,20,Jharkhand,2005,"Financial Year (Apr - Mar), 2005",1590,1879988,228918,602837,2108906,2482824,113591,148300,225760,2759093,4163373,1251802,1404280,247653,400131,519916
520,India,20,Jharkhand,2006,"Financial Year (Apr - Mar), 2006",1598,2063749,1540023,649418,3603772,2713167,113430,146769,236861,3441007,4683114,1076971,1242107,190917,356053,428314
521,India,20,Jharkhand,2007,"Financial Year (Apr - Mar), 2007",1615,2239894,135658,736227,2375552,2976122,117548,152668,322119,3792497,6033835,2062175,2241338,234538,413701,484328
522,India,20,Jharkhand,2008,"Financial Year (Apr - Mar), 2008",1846,3057109,498095,934939,3555204,3992048,122524,163625,350605,4261768,5910751,1430000,1648983,691927,910910,1090815
523,India,20,Jharkhand,2009,"Financial Year (Apr - Mar), 2009",2032,3459811,170496,1015278,3630307,4475090,104951,141447,313887,4984609,6712897,1510298,1503910,600678,818668,879350
524,India,20,Jharkhand,2010,"Financial Year (Apr - Mar), 2010",2504,6364140,1832581,2515835,8196721,8879975,128410,188090,430379,7460944,9720666,1951782,2259721,1240655,1548595,2189530
525,India,20,Jharkhand,2011,"Financial Year (Apr - Mar), 2011",2556,6742579,1192981,1736979,7935560,8479558,135795,196793,516062,8285568,10305316,1678877,2019748,1496640,1837512,2161522
526,India,20,Jharkhand,2012,"Financial Year (Apr - Mar), 2012",2697,6728469,1024577,2208545,7753046,8937014,127287,188046,557785,8358559,10851206,2091303,2492647,588081,989424,1193832
527,India,20,Jharkhand,2013,"Financial Year (Apr - Mar), 2013",2688,7134878,882234,2059994,8017112,9194872,130450,187877,609658,8335305,10779440,1987246,2444135,411062,867950,885091
